discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_insol,pl_eqt,st_spectype,st_teff,sy_dist,pl_name
,2023,4.6616079,,19.154,,1329.63,1682,,7437,360.408,
,2022,5.0988179,0.04825,3.76,,20.8,604,M2.5 V,3708,33.0231,
,2022,5.0987802,,3.004,,3.6,383,,3633,33.0231,
,2023,6.4025281,,9.422,,429.19,1268,,7056,123.297,
,2023,6.402513,0.0708,9.236,96.30201,602,1388,F6 V,6400,123.297,
,2021,3.4095675,0.0486,11.882,2011.8639,,1586,,6250,178.68,
,2021,3.4076,,12.134,,1052.9,1586,,6174,178.68,
,2021,5.0037775,0.06608,19.851,279.6904,,1749,,6460,341.997,
,2021,5.00377538,,19.93,,1720.77,1643,,6442,341.997,
,2023,3.63357354,,5.092,,33.47,613,,3765,66.9071,
,2023,3.633575,,5.26,,,676,,3765,66.9071,
,2021,1.977143,0.025,5.25,23.6,38.4,635,M2 V,3514,46.0851,
,2021,1.97716367,,5.057,,40.72,644,,3467,46.0851,
,2020,11.2365977,,13.02,,37.63,690,,6446,141.812,
,2020,11.236697,,,,,,F8,6295,141.812,
,2020,11.2366,0.1038,13.115,392.83788,,1252,F8,6295,141.812,
,2020,9.97702,0.0677,1.037,,5,417,,3461,31.1265,
,2020,9.977219,0.0677,0.914,,4.98,,M2.5 V,3459,31.1265,
,2020,9.97701,0.0637,1.01,,5,,M2 V,3480,31.1265,
,2020,9.97731345,,0.971,,5.14,384,,3482,31.1265,
,2020,16.05114065,,2.602,,2.73,328,,3482,31.1265,
,2020,16.05111,0.0929,2.65,,2.66,356,,3461,31.1265,
,2020,16.051098,0.0925,2.63,,2.66,,M2 V,3480,31.1265,
,2020,16.051137,0.0929,2.6,,2.64,,M2.5 V,3459,31.1265,
,2020,37.42396,0.1633,1.073,,0.85,,M2.5 V,3459,31.1265,
,2020,37.42433658,,1.145,,0.88,247,,3482,31.1265,
,2020,37.426,0.163,1.19,,0.86,,M2 V,3480,31.1265,
,2020,37.42475,0.1633,1.144,,0.85,269,,3461,31.1265,
,2023,27.8093715,,0.954,,1.31,273,,3482,31.1265,
,2023,27.80978,0.134,0.953,,1.27,,M2.5 V,3459,31.1265,
,2022,9.531361,0.07928,2.049,,22.6,650,K4.5 V,4622,58.6212,
,2022,9.5313851,,2.105,,10.07,496,,4504,58.6212,
,2022,51.6992365,,2.41,,2.16,337,,4504,58.6212,
,2022,51.69906,0.2447,2.701,,3.08,370,K4.5 V,4622,58.6212,
,2022,84.8396,0.3405,2.474,,1.6,314,K4.5 V,4622,58.6212,
,2022,84.8403392,,1.815,,0.99,277,,4504,58.6212,
,2023,19.288004,0.083,1.55,,0.67,234,M4,3075,42.4048,
,2023,19.28797174,,1.595,,0.72,235,,3075,42.4048,
,2023,4.884765,0.0618,1.992,5.72,207.1,1056,G,5585,75.2092,
,2023,4.8847937,,1.948,,223.09,1076,,5969,75.2092,
,2020,5.6057,0.06,2.28,9.79,,1038,G,5450,95.1274,
,2020,5.60244775,,2.417,,183.08,938,,5767,95.1274,
,2020,12.27730618,,3.073,,64.32,722,,5767,95.1274,
,2020,12.2737,0.1011,2.63,9.32,,800,G,5450,95.1274,
,2020,8.24661,0.0652,1.85,4,11.5,514,M1 V,3709,27.1701,
,2020,8.2466307,,3.358,,141.98,961,,3806,27.1701,
,2020,15.6653204,,2.026,,14.41,542,,3806,27.1701,
,2020,15.6653,0.1,2.02,5.3,4.9,415,M1 V,3709,27.1701,
,2023,4.6336155,,15.245,,734.67,1450,,6780,161.743,
,2023,4.633611,0.06,15.4,878,,1561,F3 V,6643,161.743,
,2023,2.7970316,,1.843,,413.89,1256,,5849,64.5997,
,2023,2.7970365,0.038,1.93,9.67,,,G,5558,64.5997,
,2020,83.89675274,,7.178,,29.58,595,,5823.7,263.145,
,2020,83.8911,0.423,6.71,,23.1,610,G0 IV,5907,263.145,
,2020,1.39298,,,,,,K4 V,4600,63.9262,
,2020,1.392978,0.02177,2.926,18.467,412,1253,K4 V,4600,63.9262,
,2020,1.392975,,3.05,,411.5,1149,,4452,63.9262,
,2022,1.04189085,,1.352,,270.07,1034,,3965,41.7148,
,2022,1.0418777,0.0171,1.27,,,1118,,3920,41.7148,
,2023,3.81673,0.0422,1.704,4.53,78.84,871,K V,4552,27.5024,
,2023,3.8167262,,1.693,,40.91,704,,4476,27.5024,
,2023,8.5954792,,2.64,,40.82,704,,4476,27.5024,
,2023,8.59545,0.075,2.587,9.6,26.71,665,K V,4552,27.5024,
,2020,8.3249172,,7.001,,40.8,704,,6513,142.488,
,2020,8.324876,,,,,,G0/F9 V,6047,142.488,
,2020,8.3248762,,8.631,381.396,,,G0/F9 V,6047,142.488,
,2020,0.76566,,3.541,,2314.06,1932,,5311,225.734,
,2020,0.76552414,0.01598,3.444,39.09,,,G,5373.8,225.734,
,2020,10.6265837,,12.034,,571.01,1361,,7723,340.543,
,2020,10.626562,,,,,,F,6261,340.543,
,2020,10.62656,0.092,11.994,301.9385,,1397,F,6261,340.543,
,2020,3.739493,,,,,,,5570,158.649,
,2020,3.73956877,,14.008,,353.31,1106,,5565,158.649,
,2020,3.739494,0.04666,13.126,211.99261,337,1192,,5570,158.649,
,2023,3.1837961,,3.09,,290.36,1150,,5500,175.748,
,2023,3.183792,0.041657,3.186,16.137,80.88,1317,G V,5626,175.748,
,2023,11.098644,,2.453,,,712,,4969,65.1769,
,2023,11.0993596,,2.613,,99.35,879,,4948,65.1769,
,2020,4.3263,0.0498,4.242,16,,,K2.5 V,4969,152.601,
,2020,4.32419,0.04796,4.81,826.358,,,,4928,152.601,
,2020,4.32421,0.04866,3.89,,,,,,152.601,
,2020,4.32765,,3.52,,261.86,1120,,4945,152.601,
,2020,10.156272,0.08598,4.67,,,,,,152.601,
,2020,10.1605,0.088,4.793,37,,,K2.5 V,4969,152.601,
,2020,10.15643,0.0847,5.79,794.575,,,,4928,152.601,
,2020,3.68497,,9.055,,1260.27,1659,,5756,238.768,
,2020,3.6849729,,,,,,,5710,238.768,
,2020,3.6849729,0.04963,9.55,55.30242,1393,1526,,5710,238.768,
,2022,1.8237371,,3.65,,167.63,1002,,4249.1,77.2554,
,2022,1.8237305,0.02636,2.765,9.1,188,941,K V,4435,77.2554,
,2022,1700,2.52,,3591.461,0.02,96,K V,4435,77.2554,
,2016,1.510848,0.01111,1.113,,4.25,400,,2550,,
,2016,1.51087,,,,,,,,,
,2016,,0.011548,1.121,1.017,,,,,,
,2016,1.510826,0.01154,1.116,1.374,4.15,,,2566,,
,2016,1.51087081,0.01111,1.086,0.85,4.25,400,,2559,,
,2016,1.51088432,0.011534,,,4.15,398,,2520,,
,2016,,,,,,366,,,,
,2016,2.42179346,0.01579,,,2.21,340,,2520,,
,2016,,0.015815,1.095,1.156,,,,,,
,2016,2.421937,0.0158,1.097,1.308,2.21,,,2566,,
,2016,,,,,,315,,,,
,2016,2.421848,0.01522,1.049,,2.26,342,,2550,,
,2016,2.4218233,0.01521,1.056,1.38,2.27,342,,2559,,
,2016,4.04961,0.02144,0.772,0.41,1.14,288,,2559,,
,2016,4.04978035,0.02226,,,1.11,286,,2520,,
,2016,,0.02228,0.784,0.297,,,,,,
,2016,4.049219,0.02227,0.788,0.388,1.11,,,2566,,
,2017,6.09956479,0.02924,,,0.65,250,,2520,,
,2017,,0.029283,0.91,0.772,,,,,,
,2017,6.101013,0.02925,0.92,0.692,0.65,,,2566,,
,2017,6.09705,,,,,,,,,
,2017,6.099615,0.02817,0.918,0.62,0.66,251,,2559,,
,2017,,0.038534,1.046,0.934,,,,,,
,2017,9.20669,0.0371,1.045,0.68,0.38,219,,2559,,
,2017,9.20754,0.03849,1.045,1.039,0.37,,,2566,,
,2017,9.20659399,0.038774,,,0.37,218,,2520,,
,2017,9.2129,,,,,,,,,
,2017,12.3535557,0.046815,,,0.25,197,,2520,,
,2017,,0.046877,1.148,1.148,,,,,,
,2017,12.35294,0.0451,1.127,1.34,0.26,199,,2559,,
,2017,12.352446,0.04683,1.129,1.321,0.25,,,2566,,
,2017,18.767,,0.752,,0.17,173,,,,
,2017,,0.061935,0.773,0.331,,,,,,
,2017,18.772866,0.06189,0.755,0.326,0.14,,,2566,,
,2017,18.7672745,0.061866,,,0.14,172,,2520,,
,2017,20,0.063,0.755,,0.13,168,,2559,,
,2021,193.2,0.66,,1938.763,,,,4679,613.422,
,2014,198.4,0.69,,794.5,,,,4806,672.41,
,2014,559.3,1.37,,3178,,,,4806,672.41,
,2022,691.9,1.22,,104.88337,,,M1.0 V,3734,15.4744,
,2018,562,1.414,,1086.9786,,,,4776,490.61,
,2016,26.468,0.21,,1716.282,,1350,,5130,477.516,
,2017,101.54,0.422,,3426.2074,,,,4300,464.128,
,2020,,162,,4449.62,,,K3 IV,4573,94.6177,
,2020,,,,6928.65927,,,,,94.6177,
,2020,,,,2288.36453,,,,,94.6177,
,2020,,320,12.33,1906.98,,1240,,,94.6177,
,2019,4.91,0.0252,,1.05,1.15,,M7.0 V,2904,3.83078,
,2019,11.409,0.0443,,1.11,0.37,,M7.0 V,2904,3.83078,
,2004,3.03006973,0.03926,11.96,221.52751,,,,5230,159.658,
,2004,3.030065,0.0393,12.11,238.36,,,K0 V,5250,159.658,
,2004,3.030065,0.03925,11.96,238.998,,1140,,5230,159.658,
,2004,3.03006973,,,,,,,5242.82,159.658,
,2004,3.0300722,,,,,,,5242.82,159.658,
,2004,3.0300728,0.03946,12.319,241.86863,,1147,,5226,159.658,
,2004,3.03007146,,12.753,,318.46,1077,,5242.82,159.658,
,2004,3.0300728,,,,,,,5242.82,159.658,
,2004,3.03007,,12.666,266.9772,,,,5230,159.658,
,2004,3.0300737,,12.117,,,,,,159.658,
,2004,3.03006977,,,,,,,,159.658,
,2004,3.03007008,,,,,,,5230,159.658,
,2004,3.0300737,,,,,,,,159.658,
,2006,2.47061339,,13.12,,,,,5860,215.32,
,2006,2.47061317,0.0367,13.978,380.44251,,1470,,5850,215.32,
,2006,2.470621,,13.675,380.76034,,,,,215.32,
,2006,,,13.675,380.76034,,,,5850,215.32,
,2006,2.4706101,,,,,,,5854,215.32,
,2006,2.47061892,0.03563,13.305,382.03166,,,,5850,215.32,
,2006,2.4706101,0.03635,14.135,398.24099,,1467,,5795,215.32,
,2006,2.47061142,,13.77,,817.57,1364,,5854,215.32,
,2006,2.47061337,0.03557,13.72,385.20996,,,,5850,215.32,
,2006,2.47061338,0.0354,13.04,,761.46,1339,,5820,215.32,
,2006,2.47063,0.03558,13.72,381.396,,1498,,5850,215.32,
,2006,2.4706132,0.03503,13.025,457.6752,,,,5850,215.32,
,2006,2.47061337,0.03555,13.328,,,1455,,,215.32,
,2006,2.47061338,,,,,,,5854,215.32,
,2006,2.47061317,0.036,14.4,,,1394,,5814,215.32,
,2006,,,14.186,,903.86,,,5819,215.32,
,2006,2.47063,0.03556,14.258,381.1,,,,5854,215.32,
,2006,2.4706134,,,,,,,5854,215.32,
,2006,2.4706135,,,,,,,,215.32,
,2006,2.47061323,0.03567,13.372,383.30298,,1466,,5850,215.32,
,2006,2.4706132,0.0367,13.955,457.6752,,1472,,5850,215.32,
,2006,,,,367.72931,,,,,215.32,
,2006,2.470621,,13.697,380.76034,,,,5850,215.32,
,2006,2.47061344,,13.103,380.744,,,,,215.32,
,2006,2.47061338,,,,,,,5854,215.32,
,2006,2.47061437,,13.776,398.24099,,1466,,5795,215.32,
,2006,2.47063,,15.244,473.5667,,,,5850,215.32,
,2006,2.47061339,0.035,12.85,,772.22,1344,,5850,215.32,
,2006,2.47061339,0.035,12.85,,772.22,1344,,5850,215.32,
,2006,2.47061339,0.035,12.85,,772.22,1344,,5850,215.32,
,2006,2.47061373,,,,,,,5850,215.32,
,2006,2.47063,0.0367,13.899,406.8224,,,G0 V,5960,215.32,
,2007,1.30618619,,,,,,,5489,231.337,
,2007,1.30619,0.0226,14.516,610.2336,,,G4 V,5720,231.337,
,2007,,,,513.29545,,,,,231.337,
,2007,1.3061864,0.02283,14.628,607.0553,,1630,,5650,231.337,
,2007,1.30619,0.02272,14.706,615.95454,,1623,,5650,231.337,
,2007,1.30618628,,,,,,,,231.337,
,2007,1.30618627,,,,,,,,231.337,
,2007,1.3061858,,,,,,,5650,231.337,
,2007,1.30618639,,,,,,,5650,231.337,
,2007,1.306186,0.02282,,,,,,,231.337,
,2007,1.30618802,,16.759,,1025.5,1443,,5489,231.337,
,2007,1.306187,0.02276,14.684,603.55917,,1638,,5650,231.337,
,2007,1.30618608,,14.796,607.03,,,,,231.337,
,2007,1.30618581,0.02282,14.975,607.03,,,,5650,231.337,
,2007,1.30618648,0.02284,14.975,572.41183,,,,5650,231.337,
,2007,,,,267.93069,,,,,515.98,
,2007,3.55392771,0.0516,20.602,157.00802,,1795,,6295,515.98,
,2007,3.5539268,0.0502,19.448,285.09351,,1805,,6200,515.98,
,2007,3.55392921,,,,,,,,515.98,
,2007,3.5539266,,,,,,,6200,515.98,
,2007,3.553945,0.05105,19.986,293.99128,,,,6200,515.98,
,2007,3.55395,,18.046,247.9074,,,,6200,515.98,
,2007,3.55392771,0.05159,20.602,158.27934,,,,6295,515.98,
,2007,3.553945,0.05091,20.165,292.073,,,,6184,515.98,
,2007,3.5539246,0.05084,19.123,291.45011,,1778,,6200,515.98,
,2007,3.553945,,,,,,,,515.98,
,2007,3.553945,0.05092,19.627,292.4036,,1785,,6200,515.98,
,2007,3.553945,0.04965,20.288,278.73691,,1861,,6200,515.98,
,2007,3.55392834,,21.203,,2276.3,1762,,6184,515.98,
,2011,1.48224754,0.0245,13.484,573.36532,,,,,360.313,
,2011,1.4822446,0.02446,13.552,565.078,,,,5171,360.313,
,2011,1.48224686,0.02459,13.384,568.9157,,1480,,5171,360.313,
,2011,1.4822451,,14.064,,442.99,1278,,5115,360.313,
,2011,1.4822446,0.02452,13.552,568.9157,,,,5171,360.313,
,2011,1.4822464,,,,,,,,360.313,
,2011,1.48224718,,,,,,,5171,360.313,
,2018,,4.18,,407,,,,,6300,
,2008,,670,,4449.62,,,M7,2700,144.019,
,2019,,3500,,4767.45,,2240,M3.0 V,3410,140.635,
,2019,,2880,,5085.28,,2270,M2.5 V,3460,137.901,
,2011,5840,5.9,,2002.2,,,,,,
,2011,1916.25,2.8,,2447.2,,,,,,
,2007,1170,1.7,,1017.056,,,,29300,1195.98,
,2019,24.1399,0.1719,9.729,203.41018,,,K1,5050,108.199,
,2019,24.13861,0.1687,10.22,,33.2,668,K0,4970,108.199,
,2019,24.1315,,9.53,,,,,,108.199,
,2019,24.1396,0.1688,10.27,,35,677,,,108.199,
,2019,24.141341,,,,,,,,108.199,
,2019,8.24959,,,,,,,,108.199,
,2019,8.24958,0.0825,5.59,,146,968,,,108.199,
,2019,8.2438,,5.05,,,,,,108.199,
,2019,8.24892,0.0841,5.156,76.27882,,,K1,5050,108.199,
,2019,12.4032,0.1083,6.41,,85,845,,,108.199,
,2019,12.4058,0.1103,6.434,98.52681,,,K1,5050,108.199,
,2019,12.396,,6.13,,,,,,108.199,
,2019,40.2,0.2409,8.239,368.68095,,,K1,5050,108.199,
,2019,44.1699,,9.94,,,,,,108.199,
,2019,60,0.308,8.74,,10,492,,,108.199,
,2016,4.93,0.057,,244.7291,,,,4250,130.111,
,2016,4.927,0.057,,222.481,,,,4250,130.111,
,2015,,,,13762.039,,,,,,
,2015,5800000,350,13.675,5085.25451,,1194,,,,
,2015,,,,13603.124,,,,,,
,2015,,102,,3559.696,,,M7.5,2620,,
,2015,5800000,350,14.572,3813.94088,,1153,,,,
,2007,2.51994639,,,,,,,,393.072,
,2007,,,,251.0857,,,,,393.072,
,2007,2.5199464,0.0392,16.735,311.4734,,1830,,6213,393.072,
,2007,2.51994529,0.03889,16.242,268.88418,,1812,,6110,393.072,
,2007,2.519961,0.03957,16.97,291.76794,,1811,,,393.072,
,2007,2.51994713,,,,,,,,393.072,
,2007,2.519961,0.03898,16.634,273.3338,,1800,,6110,393.072,
,2007,2.51991456,,17.7,,2121.52,1731,,6116,393.072,
,2007,2.5199454,0.03889,16.623,271.415,,,,,393.072,
,2007,2.5199448,0.03958,16.97,301.30284,,,,6110,393.072,
,2007,2.51995,0.0382,21.633,282.8687,,,F7 V,6200,393.072,
,2007,2.5199449,,16.97,292,,,,6110,393.072,
,2008,3.0927616,0.03781,12.106,1001.12,,1370,,4675,140.998,
,2008,3.09272888,,,,,,,,140.998,
,2008,3.09272932,0.0378,11.96,1020.2343,,,,4680,140.998,
,2008,3.09272826,,,,,,,4675,140.998,
,2008,3.1,0.038,12.3,1017,,950,K5 V,4700,140.998,
,2008,3.09275954,,12.647,,174.03,926,,4713.98,140.998,
,2008,,,,1071.0871,,,,,140.998,
,2008,3.0927616,0.0378,11.96,1004.3428,,972,,4675,140.998,
,2008,3.0927636,0.0369,14.348,940.7768,,,,4675,140.998,
,2008,3.0927295,,,,,,,4675,140.998,
,2014,2.849375,,18.943,645.1949,,,,,364.411,
,2014,2.849383,,,,,,F2,6900,364.411,
,2014,2.84938,,14.908,400.4658,,,,6900,364.411,
,2014,2.849375,0.0457,18.94,645.17,,2190,F2,6900,364.411,
,2014,2.8493819,,,,,,,6733,364.411,
,2014,2.8493822,,16.584,,2657.93,2000,,6900,364.411,
,2014,2.84938206,,,,,,,,364.411,
,2014,2.849375,0.04574,18.943,638.8383,,,,6900,364.411,
,2014,3.58572,,16.029,162.0933,,,,6380,201.224,
,2014,3.585722,0.0506,15.8,158.91,,1560,F6,6400,201.224,
,2014,3.585722,0.05057,15.805,157.96151,,,,6380,201.224,
,2014,3.5857074,,,,,,,6380,201.224,
,2014,3.58570761,,15.853,,1089.17,1465,,6400,201.224,
,2014,,,,,,,,,201.224,
,2014,3.5857072,,,,,,F6,6400,201.224,
,2014,3.58570705,,,,,,,,201.224,
,2014,0.9255456,0.01987,17.127,462.44265,,,,6110,375.647,
,2014,0.92554542,,,,,,,,375.647,
,2014,0.925542,0.01985,17.127,473.547,,2508,F8 V,6110,375.647,
,2014,,0.01979,18.45,467.2101,,2489,,,375.647,
,2014,0.92554544,,,,,,F8 V,6110,375.647,
,2014,0.925542,0.01985,17.127,473.5667,,,,6110,375.647,
,2014,1.7554137,0.0292,12.745,403.00844,,,,5450,185.932,
,2014,1.7554137,0.02918,12.745,404.263,,1516,G8,5475,185.932,
,2014,1.75540569,,,,,,,,185.932,
,2014,1.755406,,,,,,G8,5475,185.932,
,2014,1.75542854,,12.623,,867.74,1384,,5306,185.932,
,2017,7.87289368,,15.095,,166.54,916,,5070,169.272,
,2017,7.87288,0.075,10.761,572.094,,900,K2,5070,169.272,
,2017,7.872895,,,,,,,,169.272,
,2017,7.8728848,,,,,,K2,5070,169.272,
,2014,9.2896818,,12.124,,315.86,1174,,6055,352.181,
,2014,9.2897065,,,,,,,,352.181,
,2014,9.2897099,,,,,,,6055,352.181,
,2014,9.289715,0.0917,12.162,611.797,,1140,F9,6055,352.181,
,2014,9.28971,,11.433,514.8846,,,,6055,352.181,
,2014,9.289715,0.0917,12.162,606.73747,,,,6000,352.181,
,2017,5.72226,,12.843,,37.03,687,,4233.2,64.7414,
,2017,5.72149242,0.0553,10.357,37.82177,,736,,,64.7414,
,2017,,,,,,,,,64.7414,
,2017,5.721488,,,,,,K6,4430,64.7414,
,2017,5.7214742,0.0558,10.626,38.1396,,,,4430,64.7414,
,2017,5.72149,0.055,10.536,38.1396,,770,K6,4430,64.7414,
,2017,5.7214904,,,,,,,,64.7414,
,2017,5.7214742,,,30.5,,,,4425,64.7414,
,2020,1088,,,115,,,,4425,64.7414,
,2008,3.7224793,0.04376,11.097,169.08556,,,,4900,124.73,
,2008,3.72247967,0.04375,11.097,156.37236,,992,K3 V,4900,124.73,
,2008,3.72247,,12.442,251.0857,,,,4800,124.73,
,2008,3.722465,0.043,10.2,168.4499,,960,,4800,124.73,
,2008,3.7224747,0.0435,11.265,154.777,,,,4980,124.73,
,2008,3.722479,,,,,,,4800,124.73,
,2008,3.72247896,,,,,,,,124.73,
,2008,,,,161.77547,,,,,124.73,
,2008,3.72246259,,11.469,,184.99,941,,4926,124.73,
,2021,3.77840121,,13.877,162.09249,,,G9,5400,274.96,
,2021,3.77840085,,,,,,,,274.96,
,2016,4.5421669,,,,,,,,435.156,
,2016,4.54216875,0.05885,15.793,150.96925,,1496,G1,5890,435.156,
,2016,4.5421687,,,,,,G1,5890,435.156,
,2016,4.54217,,,,,,G1,5890,435.156,
,2016,4.5421594,,17.382,,821.4,1491,,5939.3,435.156,
,2016,1.54872452,,14.506,,2978.2,1884,,5887.35,523.337,
,2016,1.5487752,,,,,,G0,5940,523.337,
,2016,1.54877747,,,,,,,,523.337,
,2016,1.5487743,0.02851,15.009,562.24127,,2043,G0,5940,523.337,
,2014,10.0205927,,,,,,,6040,157.963,
,2014,10.0205929,,,,,,,,157.963,
,2014,10.02165,,11.882,95.349,,,,6040,157.963,
,2014,10.02165,0.09464,11.444,87.75286,,,,6040,157.963,
,2014,10.02059978,,11.768,,211.79,973,,6038,157.963,
,2014,10.020607,,,,,,,5984.9,157.963,
,2014,10.02165,0.09459,11.444,87.5585,,1001,F9,6038,157.963,
,2016,4.0460435,0.05453,16.141,163.36462,,1729,F6,6410,376.658,
,2016,4.0460407,0.0545,15.625,165.2716,,1753,,,376.658,
,2016,4.0460496,,,,,,,,376.658,
,2016,4.046005,,12,,,,,,376.658,
,2016,4.0460654,0.05356,14.94,,,,F6,,376.658,
,2016,4.04606565,,16.062,,1687.71,1748,,6404,376.658,
,2016,2.49979,0.0363,15.693,390.9309,,1600,G5,5650,302.448,
,2016,2.49980394,,,,,,,,302.448,
,2016,2.4998045,,,,,,G5,5650,302.448,
,2016,2.4997996,,13.852,,907.86,1400,,5650,302.448,
,2016,2.4998039,,,,,,G5,5650,302.448,
,2016,2.4998048,,,,,,,5650,302.448,
,2008,,,,,,,,,427.246,
,2008,1.0914203,0.0234,21.297,467.2101,,2580,,6360,427.246,
,2008,1.09,,19.392,444.962,,2510,,6154,427.246,
,2008,1.0914222,0.02309,20.456,454.4969,,2523,,6250,427.246,
,2008,1.09142119,0.0235,20.849,638.8383,,2483,,6300,427.246,
,2008,1.091423,0.0229,20.1,448,,,,6300,427.246,
,2008,1.09141964,,,,,,,6300,427.246,
,2008,,,,,,2530,,6154,427.246,
,2008,1.09142,0.0232,21.712,465.62095,,2593,,6360,427.246,
,2008,1.0914199,,20.389,448.1403,,2601,,6300,427.246,
,2008,1.09141911,,,,,,,,427.246,
,2008,,,,441.7837,,,,,427.246,
,2008,1.09142162,,,,,,,6154,427.246,
,2008,1.09142245,,20.4,416.3573,,,,6300,427.246,
,2008,1.0914209,0.02312,20.456,441.7837,,,,6250,427.246,
,2008,1.0914167,,23.998,,5597.87,2409,,6154,427.246,
,2016,3.61126646,,,,,,,,381.174,
,2016,3.6112686,,,,,,F5,6450,381.174,
,2016,3.6112706,0.0514,16.511,1541.4755,,1880,F5,6450,381.174,
,2016,3.61126206,,13.614,,1818.55,1666,,6450,381.174,
,2016,1.27492483,,,,,,,,269.898,
,2016,1.2749255,,18.988,,,,,,269.898,
,2016,1.2749255,0.02544,20.905,375.99289,,2358,F6 V,6459,269.898,
,2016,,,,,,,,6776,269.898,
,2016,1.27492504,0.02596,19.649,367.72747,,,,,269.898,
,2016,1.27492477,,,,,,F6 V,6459,269.898,
,2016,1.274925,,,,,,F6 V,6459,269.898,
,2016,1.2749246,,22.033,,6216.41,2473,,6459,269.898,
,2016,1.2749255,0.025,20.176,,,2720,,,269.898,
,2016,2.97763695,,14.037,,865.49,1383,,5703,197.996,
,2016,2.97764375,,,,,,,,197.996,
,2016,2.9776412,0.04263,14.773,285.72917,,1520,G5,5740,197.996,
,2016,3.37265,,,,,,F9,6050,448.637,
,2016,3.3726492,,,,,,F9,6050,448.637,
,2016,3.37265,0.0449,13.899,190.698,,1400,F9,6050,448.637,
,2016,3.3726494,,,,,,,,448.637,
,2016,3.372877,,14.202,,615.17,1270,,6050,448.637,
,2016,3.288787,,,,,,,,216.526,
,2016,3.2887884,,,,,,,5675.54,216.526,
,2016,3.2887885,,,,,,G2,5800,216.526,
,2016,3.28878776,,10.435,,759.34,1339,,5800,216.526,
,2016,3.2888,0.0449,10.761,88.9924,,1480,G2,5800,216.526,
,2016,3.28883,,,90.3,,,,5800,216.526,
,2019,7.63,,,64.2,,,,5800,216.526,
,2016,4.17806476,,,,,,,,159.507,
,2016,4.1780619,,,,,,,,159.507,
,2016,4.178062,,,,,,,5828.01,159.507,
,2016,4.178062,0.052,15.356,57.2094,,1400,,5620,159.507,
,2016,4.1779929,,15.307,,663.25,1413,,5620,159.507,
,2016,4.17806203,0.0484,14.695,52.3466,,,,,159.507,
,2016,5.7481356,,,,,,,,301.462,
,2016,5.748145,0.0628,10.424,317.83,,1100,G1,5900,301.462,
,2016,5.74813436,,13.237,,345.72,1100,,5900,301.462,
,2009,4.353011,0.0558,17.127,166.86075,,,,5830,227.537,
,2009,4.353011,0.05362,15.569,151.599,,,,,227.537,
,2009,4.3530135,,15.771,158.915,,,,5989,227.537,
,2009,4.35301,,13.675,114.4188,,,,5950,227.537,
,2009,4.3530101,,,,,,,5950,227.537,
,2009,4.35301126,,,,,,,,227.537,
,2009,4.353011,0.0557,17.127,162.72896,,1531,,5826,227.537,
,2009,4.3532339,,16.251,,617.31,1388,,5914,227.537,
,2016,11.5509796,,,,,,G6,5625,172.256,
,2016,11.5509734,,,,,,,,172.256,
,2016,11.55098,0.1012,9.976,390.9309,,833,G6,5625,172.256,
,2016,11.5509742,,11.025,,56.35,763,,5625,172.256,
,2016,5.32205051,,17.104,,995.37,1433,,6030,200.075,
,2016,5.3220117,,,,,,,,200.075,
,2016,5.322023,0.0607,13.675,85.8141,,1460,G0,6030,200.075,
,2016,5.322023,,,,,,G0,6030,200.075,
,2016,7.133514,0.067,10.05,,,,K4,4714,122.91,
,2016,7.133518,,10.969,,50.84,743,,4775,122.91,
,2016,7.1335135,,,,,,K4,4775,122.91,
,2016,7.1335215,,,,,,K4,4775,122.91,
,2016,7.133521,0.067,9.752,130.3103,,763,K4,4775,122.91,
,2016,7.1335125,,,,,,,,122.91,
,2022,1.011534,0.0182,1.85,37.35,,,K4,4714,122.91,
,2022,1.01153359,,2.333,,871.73,1386,,4775,122.91,
,2016,2.176423,0.0345,13.563,368.6828,,1790,G4,5700,559.084,
,2016,2.1764231,,,,,,G4,5700,559.084,
,2015,1.4013794,0.0243,14.572,603.877,,,G5 V,5675,298.214,
,2015,1.4013795,,,,,,G5 V,5675,298.214,
,2015,1.40137841,,,,,,,,298.214,
,2015,1.4013784,,13.998,,917.41,1404,,4984,298.214,
,2015,1.4013788,,,,,,G5 V,5675,298.214,
,2016,5.21535668,,17.656,,1843.47,1671,,6067.2,275.587,
,2016,5.2153571,,,,,,,6260,275.587,
,2016,5.2153563,,,,,,,,275.587,
,2016,5.215357,0.0661,15.468,479.9233,,1742,,6260,275.587,
,2016,3.6344412,,,,,,,6272,414.234,
,2016,3.6344447,,14.25,,1133.73,1616,,6272,414.234,
,2016,3.634433,0.0494,12.218,387.7526,,1590,,6272,414.234,
,2016,3.6344365,,,,,,,,414.234,
,2016,5.9242671,,,,,,,,212.472,
,2016,5.924262,0.062,8.967,37.18611,,910,K0,5310,212.472,
,2016,5.92426613,,9.344,,120.71,845,,5310,212.472,
,2008,2.2438471,,14.289,,1356.33,1690,,6458,161.997,
,2008,2.2437661,0.0372,18.304,2510.857,,2090,,6475,161.997,
,2008,2.2437669,,,,,,,,161.997,
,2008,2.24376628,,,,,,,6475,161.997,
,2008,2.2437657,,,,,,,,161.997,
,2008,2.2437655,0.037,13.899,2412.3297,,1872,,6475,161.997,
